,IntervationName,Profit,threshold_0,threshold_1,TruePositive0,FalsePositive0,PositiveRate0,NegativeRate0,TruePositiveRate0,FalsePositiveRate0,TruePositive1,FalsePositive1,PositiveRate1,NegativeRate1,TruePositiveRate1,FalsePositiveRate1
0,MaxProfit,745.5,0.46000000000000024,0.7800000000000005,804,300,0.5522761380690345,0.44772386193096547,0.7146666666666667,0.34324942791762014,480,59,0.17353509336767547,0.8264649066323245,0.2869097429766886,0.041172365666434056
0,DemographicParity,745.5,0.46000000000000024,0.7800000000000005,804,300,0.5522761380690345,0.44772386193096547,0.7146666666666667,0.34324942791762014,480,59,0.17353509336767547,0.8264649066323245,0.2869097429766886,0.041172365666434056
0,MaxProfit,739.0,0.46000000000000024,0.7900000000000005,804,300,0.5522761380690345,0.44772386193096547,0.7146666666666667,0.34324942791762014,460,50,0.16419832582099164,0.8358016741790084,0.2749551703526599,0.034891835310537335
0,DemographicParity,739.0,0.46000000000000024,0.7900000000000005,804,300,0.5522761380690345,0.44772386193096547,0.7146666666666667,0.34324942791762014,460,50,0.16419832582099164,0.8358016741790084,0.2749551703526599,0.034891835310537335
0,MaxProfit,720.5,0.46000000000000024,0.8000000000000005,804,300,0.5522761380690345,0.44772386193096547,0.7146666666666667,0.34324942791762014,437,47,0.15582743077913716,0.8441725692208628,0.2612074118350269,0.03279832519190509
0,DemographicParity,720.5,0.46000000000000024,0.8000000000000005,804,300,0.5522761380690345,0.44772386193096547,0.7146666666666667,0.34324942791762014,437,47,0.15582743077913716,0.8441725692208628,0.2612074118350269,0.03279832519190509
0,MaxProfit,706.5,0.46000000000000024,0.8100000000000005,804,300,0.5522761380690345,0.44772386193096547,0.7146666666666667,0.34324942791762014,420,45,0.1497102382485512,0.8502897617514488,0.2510460251046025,0.0314026517794836
0,DemographicParity,706.5,0.46000000000000024,0.8100000000000005,804,300,0.5522761380690345,0.44772386193096547,0.7146666666666667,0.34324942791762014,420,45,0.1497102382485512,0.8502897617514488,0.2510460251046025,0.0314026517794836
0,MaxProfit,204.0,0.47000000000000025,0.2,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1622,1183,0.903090792015454,0.09690920798454604,0.9695158398087268,0.8255408234473133
0,DemographicParity,204.0,0.47000000000000025,0.2,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1622,1183,0.903090792015454,0.09690920798454604,0.9695158398087268,0.8255408234473133
0,MaxProfit,231.5,0.47000000000000025,0.21000000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1615,1160,0.8934320669671604,0.10656793303283967,0.9653317393903168,0.8094905792044662
0,DemographicParity,231.5,0.47000000000000025,0.21000000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1615,1160,0.8934320669671604,0.10656793303283967,0.9653317393903168,0.8094905792044662
0,MaxProfit,256.0,0.47000000000000025,0.22000000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1605,1137,0.8828074694140373,0.11719253058596266,0.9593544530783025,0.793440334961619
0,DemographicParity,256.0,0.47000000000000025,0.22000000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1605,1137,0.8828074694140373,0.11719253058596266,0.9593544530783025,0.793440334961619
0,MaxProfit,307.0,0.47000000000000025,0.23000000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1590,1093,0.8638119768190599,0.13618802318094012,0.9503885236102809,0.7627355198883461
0,DemographicParity,307.0,0.47000000000000025,0.23000000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1590,1093,0.8638119768190599,0.13618802318094012,0.9503885236102809,0.7627355198883461
0,MaxProfit,340.5,0.47000000000000025,0.24000000000000005,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1580,1064,0.8512556342562781,0.14874436574372182,0.9444112372982666,0.7424982554082344
0,DemographicParity,340.5,0.47000000000000025,0.24000000000000005,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1580,1064,0.8512556342562781,0.14874436574372182,0.9444112372982666,0.7424982554082344
0,MaxProfit,374.0,0.47000000000000025,0.25000000000000006,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1573,1037,0.8403090792015454,0.1596909207984546,0.9402271368798566,0.7236566643405443
0,DemographicParity,374.0,0.47000000000000025,0.25000000000000006,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1573,1037,0.8403090792015454,0.1596909207984546,0.9402271368798566,0.7236566643405443
0,MaxProfit,394.5,0.47000000000000025,0.26000000000000006,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1562,1016,0.8300064391500322,0.1699935608499678,0.9336521219366407,0.7090020935101187
0,DemographicParity,394.5,0.47000000000000025,0.26000000000000006,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1562,1016,0.8300064391500322,0.1699935608499678,0.9336521219366407,0.7090020935101187
0,MaxProfit,422.0,0.47000000000000025,0.2700000000000001,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1552,991,0.8187379265936896,0.18126207340631037,0.9276748356246264,0.69155617585485
0,DemographicParity,422.0,0.47000000000000025,0.2700000000000001,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1552,991,0.8187379265936896,0.18126207340631037,0.9276748356246264,0.69155617585485
0,MaxProfit,448.5,0.47000000000000025,0.2800000000000001,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1538,964,0.8055376690276883,0.19446233097231166,0.9193066347878064,0.6727145847871598
0,DemographicParity,448.5,0.47000000000000025,0.2800000000000001,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1538,964,0.8055376690276883,0.19446233097231166,0.9193066347878064,0.6727145847871598
0,MaxProfit,463.5,0.47000000000000025,0.2900000000000001,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1514,938,0.789439793947199,0.21056020605280104,0.904961147638972,0.6545708304256804
0,DemographicParity,463.5,0.47000000000000025,0.2900000000000001,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1514,938,0.789439793947199,0.21056020605280104,0.904961147638972,0.6545708304256804
0,MaxProfit,500.5,0.47000000000000025,0.3000000000000001,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1503,906,0.7755956213779781,0.2244043786220219,0.8983861326957562,0.6322400558269365
0,DemographicParity,500.5,0.47000000000000025,0.3000000000000001,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1503,906,0.7755956213779781,0.2244043786220219,0.8983861326957562,0.6322400558269365
0,MaxProfit,519.5,0.47000000000000025,0.3100000000000001,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1486,882,0.7623953638119768,0.2376046361880232,0.8882247459653317,0.6154919748778785
0,DemographicParity,519.5,0.47000000000000025,0.3100000000000001,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1486,882,0.7623953638119768,0.2376046361880232,0.8882247459653317,0.6154919748778785
0,MaxProfit,557.5,0.47000000000000025,0.3200000000000001,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1476,850,0.7488731487443657,0.2511268512556343,0.8822474596533174,0.5931612002791347
0,DemographicParity,557.5,0.47000000000000025,0.3200000000000001,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1476,850,0.7488731487443657,0.2511268512556343,0.8822474596533174,0.5931612002791347
0,MaxProfit,597.5,0.47000000000000025,0.3300000000000001,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1465,816,0.7343850611719253,0.2656149388280747,0.8756724447101016,0.5694347522679692
0,DemographicParity,597.5,0.47000000000000025,0.3300000000000001,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1465,816,0.7343850611719253,0.2656149388280747,0.8756724447101016,0.5694347522679692
0,MaxProfit,640.0,0.47000000000000025,0.34000000000000014,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1452,779,0.7182871860914359,0.28171281390856406,0.867901972504483,0.5436147941381717
0,DemographicParity,640.0,0.47000000000000025,0.34000000000000014,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1452,779,0.7182871860914359,0.28171281390856406,0.867901972504483,0.5436147941381717
0,MaxProfit,665.5,0.47000000000000025,0.35000000000000014,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1434,750,0.7031551835157759,0.29684481648422406,0.8571428571428571,0.5233775296580601
0,DemographicParity,665.5,0.47000000000000025,0.35000000000000014,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1434,750,0.7031551835157759,0.29684481648422406,0.8571428571428571,0.5233775296580601
0,MaxProfit,692.5,0.47000000000000025,0.36000000000000015,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1413,718,0.6860914359304572,0.3139085640695428,0.844590555887627,0.5010467550593162
0,DemographicParity,692.5,0.47000000000000025,0.36000000000000015,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1413,718,0.6860914359304572,0.3139085640695428,0.844590555887627,0.5010467550593162
0,MaxProfit,701.5,0.47000000000000025,0.37000000000000016,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1398,702,0.6761107533805538,0.32388924661944624,0.8356246264196056,0.4898813677599442
0,DemographicParity,701.5,0.47000000000000025,0.37000000000000016,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1398,702,0.6761107533805538,0.32388924661944624,0.8356246264196056,0.4898813677599442
0,MaxProfit,718.5,0.47000000000000025,0.38000000000000017,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1382,680,0.6638763683193818,0.33612363168061815,0.8260609683203826,0.47452896022330776
0,DemographicParity,718.5,0.47000000000000025,0.38000000000000017,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1382,680,0.6638763683193818,0.33612363168061815,0.8260609683203826,0.47452896022330776
0,MaxProfit,731.5,0.47000000000000025,0.3900000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1359,656,0.6487443657437219,0.35125563425627815,0.8123132098027496,0.4577808792742498
0,DemographicParity,731.5,0.47000000000000025,0.3900000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1359,656,0.6487443657437219,0.35125563425627815,0.8123132098027496,0.4577808792742498
0,MaxProfit,764.5,0.47000000000000025,0.4000000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1338,620,0.630392788151964,0.3696072118480361,0.7997609085475195,0.43265875785066293
0,DemographicParity,764.5,0.47000000000000025,0.4000000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1338,620,0.630392788151964,0.3696072118480361,0.7997609085475195,0.43265875785066293
0,MaxProfit,775.5,0.47000000000000025,0.4100000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1316,598,0.6162266580811333,0.3837733419188667,0.7866108786610879,0.4173063503140265
0,DemographicParity,775.5,0.47000000000000025,0.4100000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1316,598,0.6162266580811333,0.3837733419188667,0.7866108786610879,0.4173063503140265
0,MaxProfit,801.5,0.47000000000000025,0.4200000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1294,566,0.5988409529942048,0.40115904700579524,0.7734608487746563,0.39497557571528263
0,DemographicParity,801.5,0.47000000000000025,0.4200000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1294,566,0.5988409529942048,0.40115904700579524,0.7734608487746563,0.39497557571528263
0,MaxProfit,814.0,0.47000000000000025,0.4300000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1272,543,0.5843528654217643,0.41564713457823566,0.7603108188882247,0.37892533147243546
0,DemographicParity,814.0,0.47000000000000025,0.4300000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1272,543,0.5843528654217643,0.41564713457823566,0.7603108188882247,0.37892533147243546
0,MaxProfit,833.0,0.47000000000000025,0.4400000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1255,519,0.571152607855763,0.42884739214423695,0.7501494321578004,0.3621772505233775
0,DemographicParity,833.0,0.47000000000000025,0.4400000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1255,519,0.571152607855763,0.42884739214423695,0.7501494321578004,0.3621772505233775
0,MaxProfit,847.0,0.47000000000000025,0.45000000000000023,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1233,495,0.5563425627817128,0.4436574372182872,0.7369994022713688,0.34542916957431963
0,DemographicParity,847.0,0.47000000000000025,0.45000000000000023,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1233,495,0.5563425627817128,0.4436574372182872,0.7369994022713688,0.34542916957431963
0,MaxProfit,853.0,0.47000000000000025,0.46000000000000024,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1215,479,0.54539600772698,0.45460399227301995,0.726240286909743,0.3342637822749477
0,DemographicParity,853.0,0.47000000000000025,0.46000000000000024,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1215,479,0.54539600772698,0.45460399227301995,0.726240286909743,0.3342637822749477
0,MaxProfit,875.0,0.47000000000000025,0.47000000000000025,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1192,449,0.5283322601416613,0.4716677398583387,0.71249252839211,0.31332868108862527
0,GroupUnawareness,875.0,0.47000000000000025,0.47000000000000025,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1192,449,0.5283322601416613,0.4716677398583387,0.71249252839211,0.31332868108862527
0,DemographicParity,875.0,0.47000000000000025,0.47000000000000025,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1192,449,0.5283322601416613,0.4716677398583387,0.71249252839211,0.31332868108862527
0,MaxProfit,865.0,0.47000000000000025,0.48000000000000026,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1161,435,0.5138441725692209,0.4861558274307791,0.6939629408248655,0.3035589672016748
0,DemographicParity,865.0,0.47000000000000025,0.48000000000000026,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1161,435,0.5138441725692209,0.4861558274307791,0.6939629408248655,0.3035589672016748
0,MaxProfit,872.5,0.47000000000000025,0.49000000000000027,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1140,416,0.5009658725048294,0.4990341274951706,0.6814106395696354,0.2903000697836706
0,DemographicParity,872.5,0.47000000000000025,0.49000000000000027,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1140,416,0.5009658725048294,0.4990341274951706,0.6814106395696354,0.2903000697836706
0,MaxProfit,870.5,0.47000000000000025,0.5000000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1111,398,0.4858338699291693,0.5141661300708307,0.6640765092647938,0.2777390090718772
0,DemographicParity,870.5,0.47000000000000025,0.5000000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1111,398,0.4858338699291693,0.5141661300708307,0.6640765092647938,0.2777390090718772
0,MaxProfit,875.0,0.47000000000000025,0.5100000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1087,379,0.4719896973599485,0.5280103026400516,0.6497310221159593,0.264480111653873
0,DemographicParity,875.0,0.47000000000000025,0.5100000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1087,379,0.4719896973599485,0.5280103026400516,0.6497310221159593,0.264480111653873
0,MaxProfit,892.5,0.47000000000000025,0.5200000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1067,354,0.45750160978750803,0.5424983902124919,0.6377764494919307,0.24703419399860432
0,DemographicParity,892.5,0.47000000000000025,0.5200000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1067,354,0.45750160978750803,0.5424983902124919,0.6377764494919307,0.24703419399860432
0,MaxProfit,894.5,0.47000000000000025,0.5300000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1045,338,0.4452672247263361,0.5547327752736638,0.6246264196054991,0.23586880669923238
0,DemographicParity,894.5,0.47000000000000025,0.5300000000000002,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1045,338,0.4452672247263361,0.5547327752736638,0.6246264196054991,0.23586880669923238
0,MaxProfit,886.0,0.47000000000000025,0.5400000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1020,327,0.4336767546683838,0.5663232453316163,0.6096832038254633,0.22819260293091417
0,DemographicParity,886.0,0.47000000000000025,0.5400000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,1020,327,0.4336767546683838,0.5663232453316163,0.6096832038254633,0.22819260293091417
0,MaxProfit,875.0,0.47000000000000025,0.5500000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,994,317,0.4220862846104314,0.5779137153895686,0.5941422594142259,0.2212142358688067
0,DemographicParity,875.0,0.47000000000000025,0.5500000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,994,317,0.4220862846104314,0.5779137153895686,0.5941422594142259,0.2212142358688067
0,MaxProfit,884.5,0.47000000000000025,0.5600000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,972,296,0.4082421120412106,0.5917578879587895,0.5809922295277944,0.20655966503838102
0,DemographicParity,884.5,0.47000000000000025,0.5600000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,972,296,0.4082421120412106,0.5917578879587895,0.5809922295277944,0.20655966503838102
0,MaxProfit,878.5,0.47000000000000025,0.5700000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,948,284,0.3966516419832582,0.6033483580167418,0.56664674237896,0.19818562456385205
0,DemographicParity,878.5,0.47000000000000025,0.5700000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,948,284,0.3966516419832582,0.6033483580167418,0.56664674237896,0.19818562456385205
0,MaxProfit,878.0,0.47000000000000025,0.5800000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,925,269,0.3844172569220863,0.6155827430779137,0.552898983861327,0.18771807397069085
0,DemographicParity,878.0,0.47000000000000025,0.5800000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,925,269,0.3844172569220863,0.6155827430779137,0.552898983861327,0.18771807397069085
0,MaxProfit,884.0,0.47000000000000025,0.5900000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,907,253,0.3734707018673535,0.6265292981326465,0.5421398684997011,0.1765526866713189
0,DemographicParity,884.0,0.47000000000000025,0.5900000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,907,253,0.3734707018673535,0.6265292981326465,0.5421398684997011,0.1765526866713189
0,MaxProfit,896.0,0.47000000000000025,0.6000000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,886,231,0.35962652929813266,0.6403734707018673,0.529587567244471,0.1612002791346825
0,DemographicParity,896.0,0.47000000000000025,0.6000000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,886,231,0.35962652929813266,0.6403734707018673,0.529587567244471,0.1612002791346825
0,MaxProfit,892.5,0.47000000000000025,0.6100000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,863,218,0.3480360592401803,0.6519639407598197,0.515839808726838,0.15212840195394278
0,DemographicParity,892.5,0.47000000000000025,0.6100000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,863,218,0.3480360592401803,0.6519639407598197,0.515839808726838,0.15212840195394278
0,MaxProfit,903.5,0.47000000000000025,0.6200000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,847,200,0.33708950418544753,0.6629104958145525,0.5062761506276151,0.13956734124214934
0,DemographicParity,903.5,0.47000000000000025,0.6200000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,847,200,0.33708950418544753,0.6629104958145525,0.5062761506276151,0.13956734124214934
0,MaxProfit,898.0,0.47000000000000025,0.6300000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,819,185,0.32324533161622665,0.6767546683837733,0.4895397489539749,0.12909979064898813
0,DemographicParity,898.0,0.47000000000000025,0.6300000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,819,185,0.32324533161622665,0.6767546683837733,0.4895397489539749,0.12909979064898813
0,MaxProfit,904.5,0.47000000000000025,0.6400000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,803,170,0.31326464906632323,0.6867353509336768,0.47997609085475196,0.11863224005582694
0,DemographicParity,904.5,0.47000000000000025,0.6400000000000003,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,803,170,0.31326464906632323,0.6867353509336768,0.47997609085475196,0.11863224005582694
0,MaxProfit,894.5,0.47000000000000025,0.6500000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,784,164,0.30521571152607857,0.6947842884739215,0.4686192468619247,0.11444521981856245
0,DemographicParity,894.5,0.47000000000000025,0.6500000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,784,164,0.30521571152607857,0.6947842884739215,0.4686192468619247,0.11444521981856245
0,MaxProfit,882.5,0.47000000000000025,0.6600000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,760,156,0.29491307147456536,0.7050869285254346,0.45427375971309025,0.10886252616887648
0,DemographicParity,882.5,0.47000000000000025,0.6600000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,760,156,0.29491307147456536,0.7050869285254346,0.45427375971309025,0.10886252616887648
0,MaxProfit,867.5,0.47000000000000025,0.6700000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,733,148,0.2836445589182228,0.7163554410817772,0.43813508667065154,0.10327983251919051
0,DemographicParity,867.5,0.47000000000000025,0.6700000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,733,148,0.2836445589182228,0.7163554410817772,0.43813508667065154,0.10327983251919051
0,MaxProfit,864.5,0.47000000000000025,0.6800000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,712,136,0.2730199613650998,0.7269800386349002,0.4255827854154214,0.09490579204466155
0,DemographicParity,864.5,0.47000000000000025,0.6800000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,712,136,0.2730199613650998,0.7269800386349002,0.4255827854154214,0.09490579204466155
0,MaxProfit,848.0,0.47000000000000025,0.6900000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,688,131,0.263683193818416,0.736316806181584,0.41123729826658695,0.09141660851360782
0,DemographicParity,848.0,0.47000000000000025,0.6900000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,688,131,0.263683193818416,0.736316806181584,0.41123729826658695,0.09141660851360782
0,MaxProfit,821.0,0.47000000000000025,0.7000000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,649,123,0.24855119124275596,0.7514488087572441,0.387925881649731,0.08583391486392185
0,DemographicParity,821.0,0.47000000000000025,0.7000000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,649,123,0.24855119124275596,0.7514488087572441,0.387925881649731,0.08583391486392185
0,MaxProfit,823.5,0.47000000000000025,0.7100000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,629,108,0.2372826786864134,0.7627173213135866,0.3759713090257023,0.07536636427076064
0,DemographicParity,823.5,0.47000000000000025,0.7100000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,629,108,0.2372826786864134,0.7627173213135866,0.3759713090257023,0.07536636427076064
0,MaxProfit,827.0,0.47000000000000025,0.7200000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,613,95,0.22794591113972956,0.7720540888602705,0.36640765092647937,0.06629448709002093
0,DemographicParity,827.0,0.47000000000000025,0.7200000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,613,95,0.22794591113972956,0.7720540888602705,0.36640765092647937,0.06629448709002093
0,MaxProfit,826.5,0.47000000000000025,0.7300000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,599,86,0.22054088860270443,0.7794591113972955,0.3580394500896593,0.06001395673412421
0,DemographicParity,826.5,0.47000000000000025,0.7300000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,599,86,0.22054088860270443,0.7794591113972955,0.3580394500896593,0.06001395673412421
0,MaxProfit,809.5,0.47000000000000025,0.7400000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,573,80,0.21023824855119125,0.7897617514488088,0.342498505678422,0.055826936496859735
0,DemographicParity,809.5,0.47000000000000025,0.7400000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,573,80,0.21023824855119125,0.7897617514488088,0.342498505678422,0.055826936496859735
0,MaxProfit,797.5,0.47000000000000025,0.7500000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,555,76,0.2031551835157759,0.7968448164842241,0.33173939031679617,0.05303558967201675
0,DemographicParity,797.5,0.47000000000000025,0.7500000000000004,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,555,76,0.2031551835157759,0.7968448164842241,0.33173939031679617,0.05303558967201675
0,MaxProfit,780.0,0.47000000000000025,0.7600000000000005,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,530,71,0.19349645846748229,0.8065035415325177,0.3167961745367603,0.04954640614096301
0,DemographicParity,780.0,0.47000000000000025,0.7600000000000005,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,530,71,0.19349645846748229,0.8065035415325177,0.3167961745367603,0.04954640614096301
0,MaxProfit,761.5,0.47000000000000025,0.7700000000000005,790,289,0.5397698849424712,0.46023011505752875,0.7022222222222222,0.3306636155606407,504,66,0.18351577591757887,0.8164842240824212,0.301255230125523,0.046057222609909285
